1	195471971	0	0
15	104043685	0	0
3	160039680	0	0
9	124595110	0	0
10	130694993	0	0
16	98207768	0	0
4	156508116	0	0
MT	16299	0	0
11	122082543	0	0
17	94987271	0	0
5	151834684	0	0
X	171031299	1893595	0
12	120129022	0	0
18	90702639	0	0
6	149736546	0	0
Y	91744698	0	0
13	120421639	0	0
19	61431566	0	0
7	145441459	0	0
14	124902244	0	0
2	182113224	0	0
8	129401213	0	0
*	0	0	0
